essay_id,full_text,score
AAAOPP13416000053101,"There's a face on Mars! Just kidding its a buttle or mesa landform. In 1976 NASA has sent Viking 1 spacecraft was snapping photos of possible landing sites for its sister ship Viking 2. when it spotted the shadowy likeness of a humans face. Couple days later NASA unveiled the image for all to see. The face on Mars has since become a pop icon. Some scientists believed the face was an alien artifact.

On April 5, 1998 when MGS flew over Cydonia for the first time, Michael Malin and his Mars orbiter Camera team snapped a picture ten times sharper than the original Viking photos. Revealing a natural landform. there is no alien monument after all. Some people was not satisfied because they wanted to believe it was an actually alien artifact. But no, the MGS had to go take another photo to prove its a landform.

Some people ain't satisfied because they think the camera didnt get a good enough pictures of the alien markings cause they were hidden by haze. Everyone is wishing its alien face on Mars but instead they are getting a landform. Gravin says that they dont pass over the face very often because its not easy to find Cydonia.

On April 8, 2001 Malin's team has took another photo of the face. but we all know its a landform. if there were objects in the photo like airplane on the ground or Egyptian-style pyramids or even small shacks. The pitures is actually showing you a buttle or mesa landform. So when the MGS said it wasnt a face people got upset and wanting them to take another photo.

So for everyone who is believing thats the face on Mars is wrong. Its a landform common around the American West. ""It reminds me most of Middle Butte in the Snake River Plian of Idaho. says Garvin. ""Thats a lava dome that takes the form of an isolated mesa about the same height as the face on Mars. So from now on its a landform not a face on Mars. ",3
AAAOPP13416000052131,"You're keeping your eyes on the road, making sure nothing goes wrong, but isn't that what your fancy car is supposed to do for you? You feel as though you're being watched. That's because you are. You're sitting doing nothing bored out of your mind when you could be cruising down the road, feeling the wind in your hair, feeling completely in control. But you're not. At this point in time, driverless cars are more trouble than they are worth. They are also taking away the comfort and safety that drivers today have become accustomed to.

Throughout the years, there have been many attempts and advances made toward the production of driverless cars. These attempt have not been successful thus far. The driverless cars that have been made are not even truly driverless. They still require the attention of a human. One great idea these car manufacturers had was to make smarter roads, but that is something that would take many years and a lot of money that people just don't have. In paragraph 9 of the article, it describes how there would have to be laws written and passed for this all to work out and lawmakers ""know that safety is best achieved with alert drivers."" This shows that lawmakers are not particularly eager to make this happen and without them it won't happen.

Another reason why the project of creating driverless cars should not be continued is that it would be taking away the comfort and safety that drives today are used to. Even though drivers would not be in complete control of the cars they still ""must remain alert and ready to take over when the situation requires."" What is the point of having a driverless car if people are still forced to make sure the car is safe? This might even cause fear among drivers because sometimes people feel safest when they are completely control and they know others are as well, but with driverless cars they would not have that security. Sometimes it's even a comfort to people to be able to cruise down the road knowing they can take themselves anywhere they want to go. Even if they weren't afraid they would at least be bored out of their minds like everyone is on road trips. The article also describes how ""the car watches the driver."" Horror movies and tv shows all have illustrated how much people dislike feeling like they are being watched. Not to mention, there are people out there who can hack the cameras in cars and people would never really be sure that the people watching them have their best interests. In paragraph 9 the article also proposes the issue of possible conflicts arising if someone if injured in said driverless cars. Who would be at fault? This would be yet another issue courts would have to deal with when they already have so much on their plates.

Although there are many reasons why driverless cars should not be produced, there are many positive things that could possibly occur if they did exist. Sergey Brin forsees that half of the fuel used in cars today would be used for these cars and there would be more flexibility than buses, but there is no solid proof. It is very possible that instead of roads being full of buses the roads are cramped with cars and traffic would be unbearable. Also, buses typically use less fuel because they are carrying around people that would have used more fuel in seperate cars. Driverless cars have also been proven to go a million miles without crashing, but did these cars have destinations in highly populated areas with many other driverless cars around them? It's impossible to know for sure that this fact means anything without have the proper conditions accounted for. The article also says that the cars could have built in entertainment systems, but wouldn't that just distract the driver from the road? They are supposed to be ""alert and ready to take over"" at all times.

Overall, the continued research and production of driverless cars would be so much work and money used when there is already a safe system in place. Without driverless cars people won't have to worry about things changing or fear for their safety. They can just contiue to live their lives as they have for years. The article says that safety is the most important thing. If that is true, the world is better off without driverless cars.",5
AAAOPP13416000050845,"In the passage ""Unmasking the Face on Mars""

a long time ago NASA's Viking spacecraft went around taking pictures of the planet Mars. They caught something incredible a face. Known as face on Mars. Many believed it was an alien artifact or something built by the aliens but im here to tell you its not.

On April 5, 1998, Mars Global Surveyor, took pictures of the ""red planet"" and proved everyone wrong. The face was just a rock with shadows casting over it making it look like it had facial features just like us humans. If the face was a human's then why can't they see the face all the times they fly over Mars? In the pictures provided you can tell that you can only see the face from a certain angle so where the shadows can cast over the rock formation.

It turns out that it was just a huge rock formation with shadows casting over it to make it look like it had eyes, nose, and a mouth. Malin's team even got a closer look at the face to gather more evidence and to see what else is on the rock formation. The picture they took didn't really show anything except the landscape.           ",2
AAAOPP13416000047610,"The Seagoing Cowboys program is place where can travel,stay with animals,and have fun time. Those are just a few reasons of many reason.

Seagoing Cowboys travel a lot with animals. They cross the Alantic Ocean and the Pacific Ocean alot. They also travel to places like China or Europe so if like travel Seagoing Cowboys program is the place to go.""The cattle-boat trips unbelievable for a small town boy. Besides helping people, I had the side benefits of seeing Europe and China.""

Another reason why you should join the Seagoing Cowboys program is you can stay with animals. If you like animals this is the place were you can visit them while you are traveling to drop them of. You can feed him while you guys are traveling. You would have to keep an eye on them and make sure they don't do anything.

The final reason you should be in the program is that you can find ways to have fun. Like volleyball and baseball games in the empty holds where animals had been housed. Some other games you could play to pass time is table-tennis,fencing,boxing,reading whittling. You wouldn't be bored after droping off animals because there would be enough room to play games.

The Seagoing Cowboys program is place where you can travel,stay with animals,and have a fun time. All those reasons are why you should come join the Seagoing Cowboys program. I think this is a great way to interact with animals and other seagoing cowboys.",4
AAAOPP13416000046920,"Is it an aliens face or is it not an alien face. I am here to tell you its not an aliens face. I'm a NASA worker here to tell you multiple things that it can not be an alien. I will explain to you why it's not an alien. What the face on Mars could possibly be besides an allien. What the artifact is made of, and how I've showed you how it is not real.

There is multiple ways this item is not an alien. One way is in the picture of the artifact is a face like form. Many people think that the aliens have strange faces. Another thing is why, would an alien be inside mars. The way the artifact is coming out of mars the alien couldn't have fallen and face planted. The artifacts face also looks farley close to a humans face.

Well there are many things the artifact could be. One could be is there is a rock coming out of mars that has a face like form. Another thing is that gases could be trapped and pushing it out and have that shape. What if it is like a hill and somthing happened to it. The rover on mars could have possibly done the face look. There are many diffrent things it can be.

The artifact maybe made of many diffrent things. One I'm sure is the sand like material on mars. Another is probably rock formations that have formed on mars. Carvings out of mars have things to do with it I'm sure. I'm sure it had help from gases to help it. There are multiple things that it could be made up of.

Have I got you to think it is not an alien. Yes some, but some no, which is possible with humans. Some people are going to think yes it is real. Then some of you after hearing the pros and cons are rethinking it. People coming her said that they weren't going to change there mind its true. Which people are diffrent in allways and they are diffrent with thinking to.

Well know I have given you pros and cons on which it is. We talked about why I think it is not an alien.

What the artifact could possibly be on Mars. What the artifact is made of which is multiple things. Then we decided who thinks it is still an alien and who thinks it is not. We may never know what it actually was but we will be researching this for awhile.",1
AAAOPP13416000044958,"Driverless cars are a good inovention for the future. Driverless cars can help effect safety,traffic, and the polution in the air. Driverless cars could help communities and the economy in many ways.

Driverless cars could change the way people commute. As driverless cars begin to come in play, less people will have to drive their own car. As many people know, tons people get into accidents everyday because of the people behind the wheel making harmful decisions, if driverless cars were put out on the roads there would be less traffic accidents because there would not be people behind the wheel who are reckless and causing these accidents to occur. Driverless cars alert the drive when needed or when about to come into contact with something therfore these cars will help reduce the effects of human error and give more reaction time to the human in the passenger side.

This could also shorten the amount of people taking the bus to the places they need to go, which would make the polution problem a way less common thing. Also, lots of people with disablities can not drive, with the help of a driverless car those people could get to the places they need to go instead of someone else driving them or them not being able to go at all.

Driverless cars would also just provide convience to the world. Lots of people dread the drive to work everyday or a long drive to Disney, but with driverless cars they would not have to drive there. They could sit and relax and not have to worry about making a traffic accident because of them being tired behind the wheel.

The factories making these cars would need more help. Thus, bringing in more jobs for the people and making the economy stronger. This could also bring in money by the people who want these cars because of the convience of them. Driverless cars could lead to more advancements in technology to help driving become safer which would bring in more money for the economy. The invention of the driverless car could be something that impacts the society and world in a new and modern way

Driverless cars could impact our society in many ways and boost the economy. These cars could change someones life between life and death. There would be less accidents making the health and living rate higher. People with disablties would now be able to drive and live their lifes freely like should always of been. Finally, it will not only help the lifes of humans but it will help the Earth by giving off less polution and by people traveling in less polution dense vehicles which would better the world.             ",3
AAAOPP13416000044171,"There are some problems with driverless cars because they need the funding for all the sensors and such for these cars not to mention they would need the funding for the roads to run the smarter cars. Also what happens if someone is in one of these cars and the sensor stops working, that could mean a car crash so injuries and possibly death for that person. These cars area good idea but they would be very costly and could be really dangerous if broken or if something goes wrong. Not to mention this is just one more freedom we are losing. . we would be losing our ability to drive and having our cars do it for us. I know that this world is slowly becoming lazier but wow. . driverless cars. They are thinking out all the aspects of these cars like what we would do if the ""driver"" got bored etc. but it is not good because that is just going to make people even more inactive. ",1
AAAOPP13416000043977,"In 1976 , NASA took a picture of the Cydonia and the picture came

back showing

a face which started the The ""Face on Mars""

skeptic , but the fact is that our equipment wasn't perfect in the 70's so the shadows are likely to create certain images but in fact the ""Face on Mars"" is just a conspierecy theory that started from that photo and nothing more. There is no face on the Cydonia.

In fact on April of 2008 NASA flew a space shuttle into space to visit Cydonia once again , and took another picture of the ""Face""

to reveal that the region was just a normal landform and nothing more. Jim Gavin says that the landform reminds him of a butte , which is a lava dome ,

that took place of a mesa. And the mesa is about the same height as the ""Face on

Mars"". Therfore , there are no alien markings or or alien monuments and no evidence of a hidden lifeform and proves that it was not an alien artifact or that was creadted by any supernatural lifeform or species. Its just a plain landform that is oddly shaped.",2
AAAOPP13416000039327,"I believe in driverless cars. Driverless cars are the next big leap into transportation. Throughout the past there has been major leaps in transportation such as aviation, cars and trains. Although its not entirly a new thing it could become the next step to having easyier lives. But would it?

In the artical it states that new laws would have to be made in order to accomidate the driverless vehicals. They would have to change due to the unfortunate event of an accident or a collision. That could all be taken care of in a court of law but as safty issues go, what happens if the car malfunctions on the freeway or innerstate? This could very well happen but I supect that it will be a very rare occurance.

The benifits however outweigh the issues. Just some of the many benifits are less accidents, safer driving condtions, and most likely no traffic. Selfdriving cars don't need a driver so that means more free time for the person woam would have been driving. In the artical it adress the factor of boredom. Stating that entertainment systems would be put into place preventing a passanger from being board. The artical also adresses how states will not allow driverless cars to even be out and about. I suspect when all issues are ironed out and flaws are to a minum those laws will be dead. The only laws that need to be put into place would be if an accident occurs or a colission were to happen. As of traffic there would be a significantly decreased amout due to no accidents,and no random breaking. Not only would they not have accidnets but they would be able to travel at faster speeds and no crash. Meaning that a person would get there safe and faster than they would have been able to.

Finally the benifit of not owning a car. You may not realize it but owning a vehical is very expensive. Some of the expences are fuel, insurance, the actual car, maintence, ect. But if there were driverless cars then it would be just like a taxi servce but with no driver, ariving at the destination faster, and not having to deal with an accident. However that is ways away and selfdriving cars still have quite a ways to go.

All in all I completely agree with having a selfdriving car.

Even though they may have some down falls I believe that they will redeem themselfs in the near future. And I look forward to not have to drive myself and enjoy my free time.    ",4
AAAOPP13416000038904,"In my opinion, driverless cars are a bad idea.

Yes, I get that it would save fuel and be much more convenient for everyday life, but i think it would cause more problems.

I think it is unnecassary to try to make these driverless cars becuase it could cost a lot, and end up not working out in the long run

First off, in my eyes these driverless cars would just cause more problems for everyday life.

These driverless cars would have trouble getting through complicated areas such as detours, road blocks, parking lots, etc.

And even though there are positive effects for this type of car, I think there are many more negative effects that could put lives at risk, and waste a lot of time getting places.

Do we have the technology to make these driverless cars happen?

Absolutely, but the risk/reward is not worth it in my opinion.

Whats wrong with just hopping in your car and driving it yourself?

""Backseat"" drivers that try to tell the actual drivers what to do are already bad in todays world, just imagine a backseat driver trying to yell at a robot driving their car.

Overall, I think trying to make these driverless cars a reality is not worth the time or money.

It would be much easier and safer to have humans controlling their cars and evaluating the situation through their own eyes to mkae the judgement on what or what not to do.

I do not see anything wrong with todays ways of transportation so why fix something thats not broken?",2
AAAOPP13416000038896,"Self-driving cars, or driverless cars, have always been argued on wether they are more reliable than the typical driver car. While there are pros and cons to owning a driverless car, there are more faliures that come with it rather than successes.

Driverless cars are always open to accidents. Although there have been limited amounts of accidents involving self-driving cars, the chances are still high. In the text the author states, ""This necessitates the car being ready to quickly get the driver's attention whenever a problem occurs."" This means that whenever a self-driving car approaches an accident, it makes the driver manuever it itself. This can be dangerous to someone who is not paying attention, regardless of it being a self-driving car, that quickly approaches an accident which causes the driver to panic and not do the right manuever. This can cause another accident and can even be deadly.

Self-driving cars are also expensive and hard to perfect. These cars are costly to manufacture, sell, and maintain. They require intriquet parts such as sensors which are very costly. In the article is states, ""...uses position-estimating sensors on the left rear wheel, a rotating sensor on the roof a video camera mounted near the rearview mirror, four automotive radar sensors, a GPS reciever, and inertial motion sensor."" All these parts that a single modified Toyota Prius uses is costly. One can only imagine how complex and expensive a real manufactured driverless car would be. The driverless car fields are targeting the upper and middle classes of this economy but how will the average American afford to buy one when they are bound to be expensive luxuries?

Driverless cars also produce conflicts that would occur if a person were to get into an accident with one of the cars. In the article, it states, ""If the technology fails and someone is injured, who is at fault- the driver or the manufacturer?"" This is one of the questions that needs to be answered by the companies before they can produce them. This is a liability to the person involved in the accident because they will have to determine specifically if he/she caused the accident or the car. This can be costly and time consuming.

Cars that can control on themselves take the joy out of physically driving. In the article, it states, "" 'We have to interpret the driving fun in a new way.' "" Driving a car can provide relaxation and joy from being able to control a car, but with a self-driving one, the joy disappear and limitations occurs.

Although there are many people who are opposed to this idea of self-driving cars, there is a majority of people, mostly Millenials, who think this idea is revolutionary. Most of the people who like the idea of self-driving cars think that it provides less room for accidents because the car does the driving for you. Also many who support the idea think that driverless cars will burn less fuel and help the enviroment. There are pros and cons to both, but having the access to self-driving cars would provide to be a failure.

Driverless cars are an advancement to this society. Although revolutionary, these cars have or can make issues such as accidents, lawsuits, complications, limitations, and more. They, most importantly, can take the freedom and joy of riding cars and being able to control them. Driverless cars have more negative aspects rather than positive ones. ",5
AAAOPP13416000038323,"As cars become more involved in the technology world, the roads will become a dependable environment to get from point A to B without risking danger. The develpment of the driverless car is a postive advance in technology because of its ability to create a safe, comfortable and smart environment. With roof and wheel sensors, GPS receivers and in-car entertainment centers, self driving cars will save lives and the death rates of driving will decrease.

Driverlesscars will lower the driving death rates dramatically because of their sensors that detect sudden motion or objects near the veichle. The more the sensors advance, the more they are able to respond to danger in a way that is inhumanly possible. Once danger comes into play such as an out-of-control situation or a sudden skid, humans become less dependable to respond correctly in result of the stress they are put under in the rapid situation. The driverless car's ability to make motions based on its surroundings is a positive advance in the technology world because of how many lives it will save.

Deaths caused by texting and driving will also be reduced because of the entertainment systems the driverless car's manufacturers are installing. The entertainment system's ability to shut down once a driver needs to drive will create a safer environment rather than those who have the abiltity to text and drive in their manual driving cars. The heads-up displays in the driverless cars are an effective way to safe lives because it takes away the purpose of needing a cellphone.

As self driving cars become the norm they will also create a better future for drivers. The driverless car's advances add a positive light to the technology world with its high chance of making roads and highways safer for drivers and decreasing the driving death rates. If all of the features to the driverless cars are safety features, then the environment created for the driver will be impeccable.",4
AAAOPP13416000037873,"Autonomous cars are the cars of the future.

They will be able to drive themselves without any human interaction needed.

Autonomous cars would be far more intelligent than any human driver, preventing numerous crashes that are due to driver discraction.

Autonomous cars will forever change the way people commute.

Autonomous cars would change the way people commute to and from work.

They would also change the way people travel.

With no human needed at the wheel, autonomous us cars can make traveling long distances a lot more enjoyable.

It would also allow the human occupants to do others things rather than just sit and look out the window.

Autonomous cars are also a lot smarter than the average human driver.

This comes from the fleet of sensors that are stored on-board. These sensors include cameras, GPS, inertial motion sensors, automotive radar, and the most important of all, LIDAR.

LIDAR uses laser beams to map the area around the car.

This generates and 360 degree 3-D model of what is happening around the car.

In the article ""Driverless Cars Are Coming"", the author points out many good atributes of the autonomous car.

The author claims that autonomous cars would use one half of the fuel used by the taxis of today.

Less fuel used could mean less toxic emmissions and a cleaner environment.

The author also states that the autonomous car would have more flexibility than a bus.

Today, a bus runs along a predetermined route.

A public-transportation system that used autonomous cars would be far better for those pepole who do not want to stay along that predetermined route.

Autonomous cars will also be a lot safer.

The article reports that Google's fleet of autonomous cars have driven more than half a million miles and have not had an accident.

The autonomous car would be a lot safer for the people riding inside but also for the people around it.

Autonomous cars are able to see everything that is going on in its sphere of influence.

This is something a human driver could not do because we do not have a 360 degree range of vision.

The autonomous car is driving its way into our everyday lives.

Its will make the world a safer and cleaner place to live in.

The autonomous car will change the way people commute forever.            ",3
AAAOPP13416000033558,"Stop arguing with me Bob, I know I'm right about the face on mars. How could you think the face was created by aliens, thats just crazy. You have no evidence to prove your point about how you think aliens created the face. I on the other hand have plenty of evidence to support my claim.

When the ""Face on Mars"" was first discovered the Viking 1 had found it by mistake. The Viking 1 was looking for a place for its sister ship to land, and stumbled on it by mistake. The picture the Viking 1 took resembled a human face but, it was very shadowy and not the clearist picture. When NASA reveled the ""Face on Mars"" it became the instant topic everywhere. Everywhere you went peope talked about the face.

NASA wasn't done with the face on Mars. On April 5, 1998, the Mars Global Surveyor flew over Cydonia for the first time. Michael Malin and his Mars Orbiter Camera (MOC) team snapped a picture ten times sharper than the original Viking photos. Web sufers everywhere were whating for the first image to appear. When the imaage first appeared on a JPL web site it revealed a natural landform. There was no alien monument after. But of course not everyone was satisfied. Sadly it was winter it on the Red Planet. Thanks to all the wispy clouds, the camera on board MGS had to peer through wispy clouds to see the Face. Sadly clouds had covered parts of the Face. Some people still thought the Face was hiding alien markings.

On April 8, 2001a cloudless summer day in CydoniaMars Global Surveyor drew close enough for a second look. What was it going to find on a cloudless summer day in Cydonia? What the picture actually shows is the Martian equivalent of a butte or mesalandforms common around the American West. It didnt't show any airplanes or Egyptian-style pyamids.

See Bob I have so much more avidence than you. Your alein markings were proven not true. All The Face actully showed was a butte or mesa. There were no alien Egyptian style markings. The face is just a simple land form on the face of the Red Planet.",3
AAAOPP13416000027718,"Being a Seagoing Cowboy is a big honor. You should join the Seagoing Cowboys program because you get to help animals, you can vist many places, you learn responsibility, and you get to have fun on board after the animals are uploaded.

I know this becasue in the text it says UNRRA hired ""Seagoing Cowboys"" to take care of the horses, young cows, and the mules that were shipped overseas. Another reason is in paragraph 9 it says Being a Seagoing Cowboy was much more than an adventure for Luke Bomberger. It opened up the world to him. ""I'm grtaeful for the opportunity,"" he says. ""It made me more aware of people of other countries and their needs."" And that awarness stayed with him, leading his family to host a number of international students and exchange visitors for many years.

Those are some resons to join the Seagoing Cowboys. You get to help animals, you vist new places, and you learn responsibility. That is why you should consider joining the Seagoing Cowboys.",2
AAAOPP13416000026795,"I agree with the driverless cars. I think it would be cool to have these cars that you dont have to drive because there would be less crashes. The cars would be voice acctevatedd so during long trips you can tell it where to go and it will take you there.

The driverless cars would be a great ideal if they worked right. As he says in the story, ""Their cars have driven more than half a million miles without a crash, but so far, Google cars aren’t truly driverless:"". But in time i think they will get it to be driverless. i think the google cars would be a great ideal.

""Automakers are continuing their work on the assumption that the problems ahead will be solved. Tesla has projected a 2016 release for a car capable of driving on autopilot 90 percent of the time. Mercedes-Benz, Audi, and Nissan plan to have cars that can drive themselves by 2020. The road to the truly autonomous car stretches on ahead of us, but we grow closer to the destination every day.""",1
AAAOPP13416000026316,"My possition on driverless cars is, they are not a good idea. First of all people will try to sleep and or do something else that will distract them and it could possibly be a threat to road workers or pedestrians. Then if it does hit someone, paragraph 8 talks about who will be to blame? I personaly think that the driver would be to blame because he or she should be paying attention at all times to ensure nothing will happen.

What if it runs out of gas, or even has a mechanical problem? Will it completely crash into things or even people? Thats probably the biggest worry on the driverless cars to me. What if your were to get in a accident? The car my still try and go, causing even more damage!

In the past companys have been able to make self driving cars that had not made a single accident. In the early 50's or 60's Pontiac made a car that succesfully mad 5 laps around a closed corse without a single error! With the advance ments since then i think we should be able to make a car driverless, with new technology we should be able to make a full proof car by know, right? The only way i think they should be allowed is if they are one hundred percent full proof with absolutily no errors when in beta testing, with people out on the track to make sure there is no problems with pedestrians or road workers.

I think in the near future a self driving car is absolutly possible, and to have and afford by the common person.",3
AAAOPP13416000025380,"The topic I will be talking about today is a opinon on driverless cars. The passage informes the reader that many companies are working on the concept, of fully driverless car's. Seems scary but if it's safer than a human-driven car, then the world could just be that much safer.

My thought on driverless cars is that if its safer, then I'm up for it. My thing is though if their is a maulfuntion or a error in the programming, and a auto-mobile accident occurs then who fault is it? Because when you buy the car you are worry free of collision's or accidents and things of thar nature. So if the programs aren't ready for taking over human funtions, and its not 100% efficent for every day situations. It needs more work but eventualy it'll take place in history as the fisrt driverless car. As cool as it seems it could be more dangerous than human driver's. If it can be pulled off then im up for it.

My thought is any manufacturers that release these cars should be 100% sure that no error is in play. Its a very good idea in my opinon.",2
AAAOPP13416000023966,"Would it be nice to have cars that are able to drive themselves? The thought of having a driverless car seems amazing and revolutionary. Driverless cars are a good thing because they're revolutionary, more manufacturers and states are looking forward to it, and becoming more dependable than the average car.

For the world to have cars that can drive themselves would be amazing and change the way we use or see cars in general.In this way, riverless cars would be revolutionary. In the article, it says, ""The cars he foresees would use half the fule of today's taxis and offer far more flexibility than a bus...such cars would fundementally change the world...founder of the Google Car project, beleives that the techknology has finally begun to catch up to the dream...They can steer, accelerate, and brake when the road ahead requires human skills."" This shows how using driverless cars could revolutionize the world.

Also, it can be even better with how manufacturers are beginning to welcome the idea of driverless cars. In the text, it states, "" Some manufacturers hope to dod that by bringing in-car entertainment...California, Nevada, Flordia, and the Distric of Columbia have led the country in allowing limited use of semi-autonomous cars;...more states will follow as soon ass cars are proved more reliably safe...a 2016 release for a car capable of driving on autopilot 90 percent of the time. Mercedes-Benz, Audi, and Nissan plan to have cars that

can drive themselves by 2020."" This shows how the manufacturers and states have begun to welcome the thought of driverless cars.

Finally, it's coming to a time that driverless cars can be safer than ones on the road today. In the article it sees that driverless cars are becoming more dependable than the average car. In the article, it states, ""...they still allert the driver to take over when pulling in and out of driveways or dealing with complicated traffic issues...Without the option of smarter roads, manufacturers turned to smarter cars..The combination of all this input is necessary for the driverless car to mimic the skill of a human at the wheel...The information from the sensors can cause the car to apply brakes on individual wheels to reduce power from the engine, allowing far better responce and control than a human driver could manage alone...While the driver watches the road, the car watches the driver...information stystems that use heads-up as diplays. Such displays can be turned off instantly when the driver needs to take over...In tihs way, the in-car system is actually a safety feature..."" This shows how driverless cars have become more dependable than the average cars on the road today

In conclusion, driverless cars seem to be a good thing that has come into

the world. They've odne that with the ability of being revolutionary, more maufacturers and states are looking forward to it, and becoming more dependable than the average car. It would be good to have driverless cars. Especially if they can do amazing things.",4
AAAOPP13416000020374,"Have you ever heard of seagoing Cowboys. Well if you haven't it a program and I'm gonna tell you reasons you should join the program.

The program is so fun you get to go traveling. It's a really fun and active program cause you get to meet new freinds and be a cowboy. You even get to go on big adventures. If you join you can take care of the horses and ride them. You can get on the horses and gather the cattle on the boat so you can go on an adventure. To get to your adventures you go on the boat over the ocean in fact the Alantic. If you join the people that run the program are even nice enough to pay for all the expenses. For food,traveling,horse food and sleeping materials. It's a really nice program.

That's the end of my reasons you should join the program. If you join can't wait to see you. I really hope you join thanks for reading my reasons to join.        ",2
AAAOPP13416000016229,"Driverless cars are becoming one of the many symbols of a new generation.

The thought of possibly no longer needing to buy a car seems to be a very settling thought, not to mention receiving a car that a person wouldn't need to control half of the time.

However, while cars today are already becoming expensive the more they evolve, could anyone imagine how much a driverless car would cost?

Especially if the cars have extremely advanced technology within every one of them?

Those cars would most likely cost twice as much as our modern cars already do.

One of the main factors that would motivate individuals to even consider buying a driverless car is so they can shift the blame to the manufacturer or the car itself, and not take responsibility for themselves if an accident occurs.

Manufacturers would have to take the heavy burdens for any severe injury, damage, or even death if one small thing goes out of place with the driverless car.

Driverless cars also seem like an excuse to continue the habit of texting and driving, which is already an issue that kills and injures more and more people every day.

Texting and driving is already a nasty habit that everyone is still trying to discourage.

If these driverless cars really don't require that much attention, enough to allow the driver to text, the habit will be twice as hard to let go of.

Having alert drivers feels more like a reassurance to safety rather than having nonalert ones that depend on their computer car to ensure other people's safety.

It's also likely that something could go wrong in the technology system.

Who really knows of something malfunctions, breaks, stops working, or everything else in between? Technology isn't always the most reliable thing on the planet since it has its many faults.

For example, if the seat is supposed to vibrate to alert the driver for attention, will it really vibrate on the first try? Will it vibrate on time? How about if the car can accelerate, break, and steer itself? Would it be able to all the time? What if it doesn't do one, the other, or any of those things? Very serious consequences come with that kind of malfunction.

Drivers shouldn't be discouraged to purchase a driverless car if they ever come into play in our lives.

It will have its cons just like our modern cars do, but there's no doubt that it will have its pros.

Our environment, laws, and technology would require some serious changing and tinkering if these cars are ever put to actual use.

Yes, it is illegal in most states to even do as much as test these cars. However, these states might reconsider their decision depending on how safe these cars express themselves to be.

These cars, personally, have shown to be quite hazardous and really expensive. Who knows? Maybe they'll be safer. Let's just wait and see.",3
AAAOPP13416000006900,"To begin, driverless cars have many more postives than negatives. Driveless cars really can be the future because of the way they are being developed and the advancement of technology. Many movies and TV shows have been facisnated with drvieless cars in the 1950s and 1980s but technology did not permit the creation of these cars because many things were needed for driveless cars to be safe and actually work. Driveless cars may alarm several people as dangerous or unreliable, but with new advances with technology and new laws driveless cars can be just as safe or better than cars the need humans to drive them.

Next, Driveless cars have come and are still coming long way. Google in 2009 had cars the could drive independently but needed to be under specific conditions. The cars google created did not crash for half a million miles but they were not truly driveless. As time has progressed driveless cars can be safely created. Driveless cars are created with amazing censors, and video cameras to help detect danger and mimic the skills of a human driver. The sensors in the cars are capable of as stated before detecting danger, but also causing the car to apply brakes and reduce the power of the engine.

Furthermore, Another postitive that driveless cars display are as follows; keeping the human alert so that if assistance is needed the human can assist and prevent dangerous accidents from happening. Even with driveless cars humans still should remain alert and focused in case something happens. General Motors even developed driver seats that vibrate when the vehicle is in danger of backing up into something. The driveless cars may not seem completly drive less but they really are, but even if the cars are completly driveless people should still pay attention and focus on the road.

Most importantly, the biggest concern is the safety of these cars and the fact that they don't appear to be completly driveless. Some manufactures appear to be working on that issue, many believe they will be able to solve the problem of the cars not fully being driveless and being safe.

This can be done by using heads-up displays which is a positive because it keeps the driver alert and is a safety feature and safety is a big concern. Laws have not changed and many laws believe that in order to keep drivers, and pedestrians safe would be to have alert drivers. These cars are a benefit and are just as safe as a human driving a car. With advancements in technology these cars will be safer than normal human driven cars. I support driveless cars one hundred percent and belive they eventually will be completly safe to drive

In conlusion, Driveless cars have many negative and postive aspects, but so does human driven cars. Just because a human is driving the car that does not mean they are focused and that an accident can not happen. Driveless cars with advancements in technology are prospering and proving

that they are safe and will eventually meet the requirements people have. These cars are taking awhile to develope but once they get done they will be just as safe or even safer than human driven cars. Driveless cars have sensors and videos camera that aid in their ability to perform their actions. Driveless care provide safety by alerting the humans of dangers and being able to apply brakes when needed. Driveless cars are the future and by 2020 will be just as safe as driving a regular car that requires human assistance. Driveless cars should be permitted by law because they are capable of being safe and getting the job done correctly.    ",4
AAAOPP13416000006231,"I am against the developement of driverless cars. I do not t think driverless cars are safe. In my opinion, I think driverless cars are more dangerous than driving a car normally. A problem can occur when the driverless car is driving. Maybe it is simply because there was a system malfunction with the car, or it could be because when the car tells the driver to take back over the driver is not paying attention. Someone will get injured, and it is not worth it.

Driverless cars are not completely driverless. Whether it is because the driver has to keep their hand on the wheel when the car is driving its self, or because the car will ask the driver to take over when it approaches a sticky situation. Yes, drivers do get tired of driving, but what's the point of having a driverless car if you still have to drive anyway? It's a waste of time and money. In paragraph nine, the author states that traffic laws are written with the assumption that the only safe car has a human driver in control at all times. Therefore, it is illegal to even test computer-driven cars.

If there was an accident when the driverless car was driving, who would be a fault? The driver or the manufacturer. A driverless car is too much of a hassle to me. Maybe if in the future car dealerships make cars able to drive on there own no matter the situation, and it was completely 100% safe I would agree that driverless cars are the way to go. Although, as of right now, I am against driverless cars. Drivers should drive themselves wherever they need to go and not have a car driving for them.      ",2
